verb,subject,label
 make,people,-0.005068865625424194
 make,percussion,0.010420448011289225
 make,perfume,0.008089074002840283
 make,photojournalist,0.006725307632741684
 make,picture,0.010420448011289225
 make,pileup,0.008089074002840283
 make,piston,0.010420448011289225
 make,quake,0.008089074002840283
 make,sapphire,0.010420448011289225
 make,scallop,0.010420448011289225
 make,shilling,0.006725307632741684
 make,shout,0.010420448011289225
 make,silence,0.010420448011289225
 make,skeleton,0.010420448011289225
 make,slap,0.010420448011289225
 make,slug,0.010420448011289225
 make,speaker,0.008089074002840283
 make,speakers,0.010420448011289225
 make,sportswoman,0.008089074002840283
 make,stereo,0.008089074002840283
 make,suite,0.010420448011289225
 make,sunray,0.010420448011289225
 make,sunspot,0.010420448011289225
 make,suppository,0.008089074002840283
 make,tiara,0.010420448011289225
 make,tip,0.010420448011289225
 make,toke,0.008089074002840283
 make,trophy,0.010420448011289225
 make,trumpet,0.010420448011289225
 make,tusk,0.006725307632741684
 make,vamp,0.010420448011289225
 make,volleyball,0.010420448011289225
 make,water,0.006725307632741684
 make,way,0.010420448011289225
 make,whetstone,0.006725307632741684
 manage,supervisor,1.0
 measure,thermometer,1.0
 melt,person,1.0
 milk,person,1.0
 mix,crawlers,1.0
 mold,person,1.0
 move,person,0.5719911681981188
 move,people,0.06181802448326086
 move,vessel,0.36619080731862036
 need,concrete,0.059265128107348616
 need,cup,0.04214348571784492
 need,human,0.016461022133589367
 need,longneck,0.059265128107348616
 need,microwave,0.05070430691259677
 need,origami,0.059265128107348616
 need,people,0.002388263223041886
 need,person,-0.021485176513880072
 need,photograph,0.059265128107348616
 need,physician,0.059265128107348616
 need,plant,0.039387516859947104
 need,sticks,0.059265128107348616
 need,tomato,0.059265128107348616
 need,tractor,0.05070430691259677
 need,vodka,0.059265128107348616
 obey,people,1.0
 open,person,0.03095500498579837
 open,fryer,0.14365994483952677
 open,jackknife,0.125372635408284
 open,pothandles,0.14365994483952677
 operate,crasher,0.3323067500158744
 operate,google,0.3323067500158744
 operate,people,0.0952951762089886
 operate,someone,0.2400913237592627
 own,person,0.08946349679564529
 own,people,0.2587216336459486
 own,anyone,0.3126963919767825
 own,coordinator,0.33911847758162367
 pay,cavalryman,0.21219864404662264
 pay,lawyer,0.17480082228296387
 pay,president,0.21219864404662264
 pay,volunteer,0.21219864404662264
 pet,person,1.0
 plant,person,1.0
 play,computer,0.12962927085999354
 play,fountain,0.16015703055380076
 play,homepage,0.16015703055380076
 play,microprocessor,0.16015703055380076
 play,person,-0.02152195068758606
 play,stereo,0.1408961586530983
 pour,person,1.0
 prepare,butcher,0.5536760034456055
 prepare,widow,0.4463239965543945
 produce,chest,0.07126480802081189
 produce,coliseum,0.07126480802081189
 produce,glass,0.07126480802081189
 produce,heater,0.07126480802081189
 produce,hose,0.07126480802081189
 produce,jouster,0.07126480802081189
 produce,minefield,0.07126480802081189
 produce,pant,0.07126480802081189
 produce,poison,0.07126480802081189
 produce,spinach,0.061645164816970285
 produce,stove,0.05601803427240584
 protect,lock,1.0
 provide,autograph,0.058274113133781516
 provide,generator,0.05011844039910361
 provide,honeydew,0.058274113133781516
 provide,hotel,0.058274113133781516
 provide,nurse,0.05011844039910361
 provide,rain,0.041962767664425714
 provide,salespeople,0.05011844039910361
 provide,skin,0.058274113133781516
 provide,soloist,0.058274113133781516
 provide,stepladder,0.058274113133781516
 provide,taxi,0.058274113133781516
 provide,trash,0.058274113133781516
 provide,wonder,0.058274113133781516
 push,person,1.0
 put,airplay,0.5
 put,puzzle,0.5
 read,person,0.9012441495981451
 read,people,0.09875585040185487
 reflect,tree,1.0
 replace,person,1.0
 represent,cornea,1.0
 require,pantry,0.031268384750913564
 require,doctor,0.011730138777505726
 require,exhibit,0.020845589833942375
 require,hideout,0.020845589833942375
 require,accountant,0.010422794916971187
 require,adventurer,0.008143932152862025
 require,alehouse,0.010422794916971187
 require,baron,0.010422794916971187
 require,beer,0.010422794916971187
 require,biter,0.010422794916971187
 require,boat,0.005131439440593452
 require,bobble,0.010422794916971187
 require,boiler,0.010422794916971187
 require,burrito,0.008143932152862025
 require,bystander,0.010422794916971187
 require,caboose,0.010422794916971187
 require,captain,0.010422794916971187
 require,carpenter,0.008143932152862025
 require,carpet,0.008143932152862025
 require,chef,0.010422794916971187
 require,chess,0.010422794916971187
 require,chunk,0.010422794916971187
 require,clerk,0.010422794916971187
 require,copier,0.010422794916971187
 require,cosmetologist,0.010422794916971187
 require,councilwoman,0.010422794916971187
 require,cranium,0.010422794916971187
 require,cream,0.008143932152862025
 require,cufflink,0.005865069388752863
 require,dribbler,0.010422794916971187
 require,fax,0.010422794916971187
 require,field,0.010422794916971187
 require,game,0.010422794916971187
 require,gladiator,0.010422794916971187
 require,goldsmith,0.010422794916971187
 require,gondola,0.008143932152862025
 require,guitar,0.010422794916971187
 require,halfpenny,0.008143932152862025
 require,hammer,0.008143932152862025
 require,hearse,0.010422794916971187
 require,hornpipe,0.010422794916971187
 require,hydroxide,0.010422794916971187
 require,interviewer,0.010422794916971187
 require,jewelry,0.010422794916971187
 require,light,0.008143932152862025
 require,lights,0.008143932152862025
 require,maid,0.008143932152862025
 require,manicotti,0.010422794916971187
 require,marriage,0.010422794916971187
 require,microwave,0.008143932152862025
 require,mongrel,0.008143932152862025
 require,monsignor,0.010422794916971187
 require,multiprocessor,0.010422794916971187
 require,paratroops,0.010422794916971187
 require,pedophile,0.010422794916971187
 require,plant,0.005131439440593452
 require,politician,0.006810882891568404
 require,radio,0.010422794916971187
 require,raider,0.010422794916971187
 require,rain,0.005865069388752863
 require,research,0.005865069388752863
 require,ringtail,0.010422794916971187
 require,rock,0.005865069388752863
 require,sagebrush,0.010422794916971187
 require,sharkskin,0.010422794916971187
 require,sketchbook,0.010422794916971187
 require,solicitor,0.010422794916971187
 require,splicer,0.010422794916971187
 require,spoon,0.010422794916971187
 require,squad,0.010422794916971187
 require,stone,0.008143932152862025
 require,string,0.010422794916971187
 require,student,0.010422794916971187
 require,style,0.010422794916971187
 require,superstructure,0.010422794916971187
 require,tablet,0.010422794916971187
 require,tissue,0.010422794916971187
 require,tracksuit,0.010422794916971187
 require,waiter,0.010422794916971187
 require,waterwheel,0.006810882891568404
 require,webbing,0.008143932152862025
 require,wind,0.010422794916971187
 require,xylophonist,0.008143932152862025
 ride,person,1.0
 roll,person,1.0
 ruin,rain,1.0
 run,engine,1.0
 save,crematorium,0.35785164548365833
 save,riches,0.3210741772581708
 seat,car,1.0
 see,person,0.9387549357823772
 see,people,0.04524759845081221
 see,human,0.015997465766810638
 sell,person,0.01595336235615926
 sell,depot,0.1711051331708083
 sell,human,0.0742607821717881
 sell,headquarters,0.08555256658540415
 sell,height,0.08555256658540415
 sell,lamp,0.06636573349288859
 sell,nightspot,0.08555256658540415
 sell,paperboy,0.07344702271052662
 sell,sacker,0.08555256658540415
 sell,wing,0.08555256658540415
 send,machinery,1.0
 separate,glove,0.5
 serve,restaurant,0.15311800455572847
 serve,client,0.0829296644421681
 serve,holder,0.06114822663564217
 serve,lawn,0.0829296644421681
 serve,screenplay,0.0829296644421681
 serve,shower,0.07203894553890515
 serve,soil,0.0829296644421681
 shape,people,1.0
 share,person,0.4567869334565528
 share,people,0.5432130665434473
 smash,person,1.0
 smell,person,1.0
 smoke,person,0.48121230160957573
 solve,agency,0.5
 solve,plumber,0.5
 speak,pets,0.3739411670430697
 speak,sand,0.31302941647846516
 spend,person,1.0
 spray,stem,1.0
 squeeze,person,1.0
 store,box,0.22177071861604233
 store,cabinet,0.28519519892196327
 store,refinery,0.2534829587690028
 support,bra,0.3657195305824476
 support,cream,0.3281334566180332
 support,pain,0.3061470127995191
 take,person,-0.024806122700578342
 take,abdomen,0.03549220006186699
 take,birthmark,0.04193619486930349
 take,camera,0.0317227047446748
 take,car,0.022604210446993993
 take,clown,0.04193619486930349
 take,coming,0.04193619486930349
 take,comma,0.04193619486930349
 take,dagger,0.04193619486930349
 take,dart,0.04193619486930349
 take,foundation,0.03549220006186699
 take,historian,0.04193619486930349
 take,hunchback,0.04193619486930349
 take,lamp,0.0317227047446748
 take,maintain,0.04193619486930349
 take,matchmaker,0.04193619486930349
 take,saddle,0.03549220006186699
 take,sidearm,0.04193619486930349
 take,sunburn,0.04193619486930349
 take,synagogue,0.04193619486930349
 take,thermomiter,0.04193619486930349
 take,voyage,0.04193619486930349
 taste,person,1.0
 teach,bowels,1.0
 tell,cash,0.13258393680377475
 tell,corkboard,0.13258393680377475
 tell,paintbrush,0.162938647679059
 tell,pourer,0.162938647679059
 tell,shilling,0.13258393680377475
 tell,watch,0.13258393680377475
 throw,person,0.690365202077115
 throw,tit,0.309634797922885
 touch,person,0.9821870618301867
 transmit,storehouse,1.0
 transport,airlift,0.30968475598501405
 transport,rose,0.3451576220074929
 transport,tax,0.3451576220074929
 trim,person,1.0
 turn,person,1.0
 understand,animal,0.3200584623642185
 understand,child,0.2540179660662346
 understand,cornea,0.4259235715695469
 upgrade,person,1.0
 use,people,0.1337789776662331
 use,kid,0.1750816608532318
 use,child,0.08417662496092052
 use,man,0.03277956173438739
 use,animal,0.021021457650714708
 use,woman,0.011785571848187968
 use,adult,0.009362989449077172
 use,anyone,0.009362989449077172
 use,boat,0.006688948883311655
 use,doctor,0.004228600944235172
 use,gear,0.009362989449077172
 use,pet,0.011485494853348783
 use,pew,0.011485494853348783
 use,pitchfork,0.011485494853348783
 use,sparkplug,0.011485494853348783
 use,stub,0.011485494853348783
 use,writer,0.011485494853348783
 use,album,0.0057427474266743914
 use,antibiotic,0.0057427474266743914
 use,attire,0.0057427474266743914
 use,bedchamber,0.0057427474266743914
 use,bee,0.0057427474266743914
 use,bikini,0.003928523949395989
 use,bobtail,0.0057427474266743914
 use,book,0.0057427474266743914
 use,bottle,0.002867271247260183
 use,bronze,0.0057427474266743914
 use,burrito,0.003928523949395989
 use,busboy,0.003928523949395989
 use,caddie,0.0057427474266743914
 use,calculator,0.0057427474266743914
 use,car,0.0003000769948391827
 use,carpenter,0.003928523949395989
 use,cash,0.002867271247260183
 use,chainsaw,0.002867271247260183
 use,chessboard,0.0057427474266743914
 use,chop,0.0057427474266743914
 use,circuit,0.0057427474266743914
 use,civilian,0.0057427474266743914
 use,clergy,0.003928523949395989
 use,codpiece,0.0057427474266743914
 use,comet,0.0057427474266743914
 use,crossword,0.003928523949395989
 use,cutter,0.003928523949395989
 use,fan,0.003928523949395989
 use,floodgate,0.0057427474266743914
 use,gardener,0.0057427474266743914
 use,generator,0.003928523949395989
 use,gondola,0.003928523949395989
 use,granola,0.0057427474266743914
 use,heap,0.0057427474266743914
 use,holder,0.002114300472117586
 use,hourglass,0.0057427474266743914
 use,hubcap,0.0057427474266743914
 use,icemaker,0.0057427474266743914
 use,icepack,0.0057427474266743914
 use,igniter,0.0057427474266743914
 use,lambskin,0.0057427474266743914
 use,lights,0.003928523949395989
 use,locomotive,0.0057427474266743914
 use,mechanic,0.0057427474266743914
 use,monitor,0.0057427474266743914
 use,monogram,0.003928523949395989
 use,pail,0.0057427474266743914
 use,pane,0.0057427474266743914
 use,papaya,0.003928523949395989
 use,party,0.0057427474266743914
 use,pepper,0.003928523949395989
 use,plant,0.001530250964377424
 use,raincoat,0.0057427474266743914
 use,receiver,0.0057427474266743914
 use,revolver,0.003928523949395989
 use,rocket,0.0057427474266743914
 use,sand,0.002867271247260183
 use,saucer,0.0057427474266743914
 use,schooner,0.0057427474266743914
 use,shakers,0.0057427474266743914
 use,sink,0.003928523949395989
 use,sixpence,0.002867271247260183
 use,spacecraft,0.0057427474266743914
 use,stove,0.002867271247260183
 use,structure,0.0057427474266743914
 use,suburbia,0.003928523949395989
 use,surgeon,0.003928523949395989
 use,television,0.0057427474266743914
 use,thesis,0.0057427474266743914
 use,tinplate,0.0057427474266743914
 use,toddler,0.0057427474266743914
 use,toy,0.0057427474266743914
 use,train,0.003928523949395989
 use,tv,0.0057427474266743914
 use,urine,0.0057427474266743914
 use,vase,0.003928523949395989
 use,wall,0.003928523949395989
 use,weight,0.0057427474266743914
 use,windowpane,0.003928523949395989
 use,yard,0.003928523949395989
 utilize,pillow,0.5
 utilize,violinist,0.5
 visit,many,0.7375105743746145
 visit,people,0.26248942562538546
 want,people,0.5164138403270762
 want,everyone,0.49184251812878893
 want,person,-0.008256358455865047
 wash,person,0.07882003906698035
 watch,person,1.0
 wear,person,0.5347251086080214
 wear,people,-0.005742913965235667
 wear,goddaughter,0.0460145079450309
 wear,human,0.00796830040582535
 wear,man,0.020146400140108787
 wear,age,0.026265725469503332
 wear,ballplayer,0.017436860155867786
 wear,bride,0.026265725469503332
 wear,bulldog,0.020695331652855663
 wear,business,0.020695331652855663
 wear,hammer,0.020695331652855663
 wear,intern,0.017436860155867786
 wear,lap,0.026265725469503332
 wear,nudist,0.026265725469503332
 wear,salespeople,0.020695331652855663
 wear,sleazebag,0.020695331652855663
 wear,son,0.026265725469503332
 wear,wolf,0.017436860155867786
 weigh,ant,0.18044614581101417
 weigh,bait,0.18044614581101417
 weigh,beauty,0.18044614581101417
 weigh,car,0.11843848966145033
 weigh,gull,0.18044614581101417
 weigh,hernia,0.1597769270944929
